2015-11-01Z03:00:00,18
2015-11-01Z03:30:00,18
2015-11-01Z04:00:00,18
2015-11-01Z04:30:00,18
2015-11-01Z05:00:00,18
2015-11-01Z05:30:00,19
2015-11-01Z06:00:00,19
2015-11-01Z06:30:00,19
2015-11-01Z07:00:00,19
2015-11-01Z07:30:00,19
2015-11-01Z08:00:00,19
2015-11-01Z08:30:00,18
2015-11-01Z09:00:00,18
2015-11-01Z09:30:00,18
2015-11-01Z10:00:00,17
2015-11-01Z10:30:00,17
2015-11-01Z11:00:00,17
2015-11-01Z11:30:00,17
2015-11-01Z12:00:00,17
2015-11-01Z12:30:00,17
2015-11-01Z13:00:00,17
2015-11-01Z13:30:00,17
2015-11-01Z14:00:00,17
2015-11-01Z14:30:00,16
2015-11-01Z15:00:00,16
2015-11-01Z15:30:00,16
2015-11-01Z16:00:00,16
2015-11-01Z16:30:00,16
2015-11-01Z17:00:00,16
2015-11-01Z17:30:00,16
2015-11-01Z18:00:00,16
2015-11-01Z18:30:00,16
2015-11-01Z19:00:00,17
2015-11-01Z19:30:00,18
2015-11-01Z20:00:00,19
2015-11-01Z20:30:00,20
2015-11-01Z21:00:00,20
2015-11-01Z21:30:00,20
2015-11-01Z22:00:00,20
2015-11-01Z22:30:00,20
2015-11-01Z23:00:00,20
2015-11-01Z23:30:00,19
2015-11-02Z00:00:00,19
2015-11-02Z00:30:00,18
2015-11-02Z01:00:00,18
2015-11-02Z01:30:00,18
2015-11-02Z02:00:00,18
2015-11-02Z02:30:00,18
2015-11-02Z03:00:00,18
2015-11-02Z03:30:00,18
2015-11-02Z04:00:00,18
2015-11-02Z04:30:00,18
2015-11-02Z05:00:00,18
2015-11-02Z05:30:00,19
2015-11-02Z06:00:00,21
2015-11-02Z06:30:00,24
2015-11-02Z07:00:00,27
2015-11-02Z07:30:00,31
2015-11-02Z08:00:00,35
2015-11-02Z08:30:00,43
2015-11-02Z09:00:00,51
2015-11-02Z09:30:00,59
2015-11-02Z10:00:00,66
2015-11-02Z10:30:00,73
2015-11-02Z11:00:00,79
2015-11-02Z11:30:00,84
2015-11-02Z12:00:00,86
2015-11-02Z12:30:00,86
2015-11-02Z13:00:00,86
2015-11-02Z13:30:00,86
2015-11-02Z14:00:00,85
2015-11-02Z14:30:00,83
2015-11-02Z15:00:00,82
2015-11-02Z15:30:00,79
2015-11-02Z16:00:00,74
2015-11-02Z16:30:00,69
2015-11-02Z17:00:00,64
2015-11-02Z17:30:00,58
2015-11-02Z18:00:00,52
2015-11-02Z18:30:00,45
2015-11-02Z19:00:00,38
2015-11-02Z19:30:00,33
2015-11-02Z20:00:00,29
2015-11-02Z20:30:00,27
2015-11-02Z21:00:00,24
2015-11-02Z21:30:00,23
2015-11-02Z22:00:00,21
2015-11-02Z22:30:00,20
2015-11-02Z23:00:00,18
2015-11-02Z23:30:00,17
2015-11-03Z00:00:00,16
2015-11-03Z00:30:00,15
2015-11-03Z01:00:00,14
2015-11-03Z01:30:00,14
2015-11-03Z02:00:00,14
2015-11-03Z02:30:00,14
2015-11-03Z03:00:00,14
2015-11-03Z03:30:00,14
2015-11-03Z04:00:00,14
2015-11-03Z04:30:00,14
2015-11-03Z05:00:00,14
2015-11-03Z05:30:00,15
2015-11-03Z06:00:00,17
2015-11-03Z06:30:00,19
2015-11-03Z07:00:00,23
2015-11-03Z07:30:00,27
2015-11-03Z08:00:00,33
2015-11-03Z08:30:00,39
